ano,muni_id,muni_nm,uf_sigla,regiao_nm,idhm,idhm_e,idhm_l,idhm_r,espvida,rdpc,gini,pop,lat,lon
2010,3500105,ADAMANTINA,SP,Sudeste,0.79,0.75,0.852,0.772,76.13,975.43,0.51,33490,-21.685,-51.073
2010,3500204,ADOLFO,SP,Sudeste,0.73,0.648,0.844,0.71,75.62,661.65,0.38,3557,-21.235,-49.644
2010,3500303,AGUAÍ,SP,Sudeste,0.715,0.606,0.858,0.703,76.49,636.07,0.47,32089,-22.059,-46.979
2010,3500402,ÁGUAS DA PRATA,SP,Sudeste,0.781,0.716,0.886,0.75,78.13,853.39,0.52,7510,-21.937,-46.717
2010,3500501,ÁGUAS DE LINDÓIA,SP,Sudeste,0.745,0.675,0.846,0.725,75.76,730.13,0.43,17120,-22.476,-46.633
2010,3500550,ÁGUAS DE SANTA BÁRBARA,SP,Sudeste,0.757,0.695,0.84,0.744,75.41,818.15,0.48,5570,-22.881,-49.239
2010,3500600,ÁGUAS DE SÃO PEDRO,SP,Sudeste,0.854,0.825,0.89,0.849,78.37,1580.72,0.54,2680,-22.599,-47.876
2010,3500709,AGUDOS,SP,Sudeste,0.745,0.694,0.845,0.705,75.67,642.59,0.41,34113,-22.469,-48.988
2010,3500758,ALAMBARI,SP,Sudeste,0.712,0.658,0.805,0.682,73.27,556.36,0.44,4863,-23.551,-47.899
2010,3500808,ALFREDO MARCONDES,SP,Sudeste,0.741,0.71,0.84,0.682,75.41,558.38,0.36,3880,-21.955,-51.413
2010,3500907,ALTAIR,SP,Sudeste,0.687,0.581,0.8,0.698,73,616.38,0.42,3795,-20.524,-49.059
2010,3501004,ALTINÓPOLIS,SP,Sudeste,0.73,0.635,0.843,0.726,75.57,731.49,0.45,15527,-21.026,-47.374
2010,3501103,ALTO ALEGRE,SP,Sudeste,0.7,0.616,0.817,0.683,74,560.3,0.35,4100,-21.581,-50.164
2010,3501152,ALUMÍNIO,SP,Sudeste,0.766,0.732,0.841,0.729,75.47,747.27,0.42,16701,-23.535,-47.262
2010,3501202,ÁLVARES FLORENCE,SP,Sudeste,0.728,0.683,0.806,0.701,73.35,627.14,0.41,3891,-20.321,-49.911
2010,3501301,ÁLVARES MACHADO,SP,Sudeste,0.758,0.732,0.834,0.712,75.03,672.03,0.46,23494,-22.079,-51.472
2010,3501400,ÁLVARO DE CARVALHO,SP,Sudeste,0.688,0.605,0.805,0.669,73.31,512.99,0.38,3294,-22.089,-49.719
2010,3501509,ALVINLÂNDIA,SP,Sudeste,0.722,0.659,0.791,0.721,72.48,710.49,0.53,2993,-22.444,-49.763
2010,3501608,AMERICANA,SP,Sudeste,0.811,0.76,0.876,0.8,77.55,1161.68,0.47,209811,-22.739,-47.331
2010,3501707,AMÉRICO BRASILIENSE,SP,Sudeste,0.751,0.701,0.852,0.709,76.12,659.67,0.39,34370,-21.724,-48.102
2010,3501806,AMÉRICO DE CAMPOS,SP,Sudeste,0.745,0.708,0.817,0.715,74.04,686.56,0.43,5697,-20.299,-49.732
2010,3501905,AMPARO,SP,Sudeste,0.785,0.711,0.871,0.78,77.27,1027.6,0.5,65469,-22.701,-46.764
2010,3502002,ANALÂNDIA,SP,Sudeste,0.754,0.668,0.861,0.745,76.66,823.33,0.53,4254,-22.126,-47.663
2010,3502101,ANDRADINA,SP,Sudeste,0.779,0.702,0.885,0.762,78.07,919.36,0.51,54037,-20.896,-51.379
2010,3502200,ANGATUBA,SP,Sudeste,0.719,0.648,0.827,0.693,74.6,597.99,0.45,22096,-23.49,-48.413
2010,3502309,ANHEMBI,SP,Sudeste,0.721,0.637,0.863,0.681,76.78,554.16,0.42,5548,-22.789,-48.127
2010,3502408,ANHUMAS,SP,Sudeste,0.741,0.706,0.845,0.683,75.67,561.82,0.42,3702,-22.295,-51.387
2010,3502507,APARECIDA,SP,Sudeste,0.755,0.706,0.828,0.735,74.67,775.17,0.46,34630,-22.847,-45.23
2010,3502606,APARECIDA D'OESTE,SP,Sudeste,0.721,0.67,0.804,0.697,73.25,611.22,0.47,4423,-20.449,-50.88
2010,3502705,APIAÍ,SP,Sudeste,0.71,0.647,0.835,0.662,75.07,492.43,0.55,24625,-24.509,-48.843
2010,3502754,ARAÇARIGUAMA,SP,Sudeste,0.704,0.597,0.814,0.717,73.86,691.69,0.46,16906,-23.439,-47.061
2010,3502804,ARAÇATUBA,SP,Sudeste,0.788,0.744,0.841,0.782,75.46,1036.09,0.52,180211,-21.209,-50.433
2010,3502903,ARAÇOIABA DA SERRA,SP,Sudeste,0.776,0.723,0.86,0.751,76.61,853.87,0.52,27154,-23.505,-47.614
2010,3503000,ARAMINA,SP,Sudeste,0.74,0.656,0.856,0.723,76.34,721.56,0.43,5139,-20.09,-47.786
2010,3503109,ARANDU,SP,Sudeste,0.685,0.592,0.806,0.675,73.36,535.27,0.39,6074,-23.134,-49.054
2010,3503158,ARAPEÍ,SP,Sudeste,0.68,0.612,0.812,0.634,73.72,414.19,0.39,2481,-22.674,-44.448
2010,3503208,ARARAQUARA,SP,Sudeste,0.815,0.782,0.877,0.788,77.64,1080.66,0.5,206616,-21.794,-48.176
2010,3503307,ARARAS,SP,Sudeste,0.781,0.728,0.859,0.763,76.55,921.76,0.47,117824,-22.357,-47.384
2010,3503356,ARCO-ÍRIS,SP,Sudeste,0.722,0.694,0.809,0.671,73.52,520.01,0.4,1913,-21.773,-50.465
2010,3503406,AREALVA,SP,Sudeste,0.744,0.683,0.84,0.718,75.37,697.3,0.45,7814,-22.029,-48.911
2010,3503505,AREIAS,SP,Sudeste,0.697,0.672,0.803,0.627,73.18,396.78,0.44,3632,-22.58,-44.697
2010,3503604,AREIÓPOLIS,SP,Sudeste,0.695,0.594,0.823,0.686,74.37,570.09,0.36,10547,-22.668,-48.665
2010,3503703,ARIRANHA,SP,Sudeste,0.733,0.663,0.813,0.73,73.75,751.35,0.4,8532,-21.188,-48.787
2010,3503802,ARTUR NOGUEIRA,SP,Sudeste,0.749,0.681,0.827,0.745,74.63,823.24,0.46,44052,-22.573,-47.173
2010,3503901,ARUJÁ,SP,Sudeste,0.784,0.73,0.866,0.761,76.95,910.67,0.56,74506,-23.396,-46.321
2010,3503950,ASPÁSIA,SP,Sudeste,0.735,0.657,0.864,0.699,76.83,619.43,0.44,1806,-20.159,-50.733
2010,3504008,ASSIS,SP,Sudeste,0.805,0.781,0.865,0.771,76.91,967.39,0.5,93014,-22.662,-50.412
2010,3504107,ATIBAIA,SP,Sudeste,0.765,0.67,0.851,0.786,76.03,1063.52,0.53,125437,-23.117,-46.55
2010,3504206,AURIFLAMA,SP,Sudeste,0.773,0.738,0.84,0.746,75.41,829.68,0.47,14153,-20.686,-50.555
2010,3504305,AVAÍ,SP,Sudeste,0.714,0.65,0.83,0.674,74.77,531.2,0.47,4845,-22.147,-49.333
2010,3504404,AVANHANDAVA,SP,Sudeste,0.705,0.623,0.817,0.688,74,579.71,0.42,10128,-21.461,-49.95
2010,3504503,AVARÉ,SP,Sudeste,0.767,0.695,0.866,0.751,76.97,854.42,0.47,80821,-23.099,-48.926
2010,3504602,BADY BASSITT,SP,Sudeste,0.746,0.701,0.805,0.737,73.31,783.57,0.36,14593,-20.918,-49.445
2010,3504701,BALBINOS,SP,Sudeste,0.669,0.537,0.809,0.69,73.55,586.02,0.38,1365,-21.9,-49.357
2010,3504800,BÁLSAMO,SP,Sudeste,0.756,0.695,0.835,0.746,75.08,832.51,0.44,8145,-20.735,-49.584
2010,3504909,BANANAL,SP,Sudeste,0.733,0.653,0.872,0.693,77.29,595.74,0.51,10101,-22.684,-44.323
2010,3505005,BARÃO DE ANTONINA,SP,Sudeste,0.711,0.649,0.82,0.676,74.22,536.63,0.47,3085,-23.627,-49.561
2010,3505104,BARBOSA,SP,Sudeste,0.699,0.599,0.843,0.676,75.57,536.37,0.4,6414,-21.267,-49.949
2010,3505203,BARIRI,SP,Sudeste,0.75,0.662,0.867,0.736,77.04,781.34,0.42,31422,-22.074,-48.74
2010,3505302,BARRA BONITA,SP,Sudeste,0.788,0.739,0.869,0.762,77.12,915.28,0.45,35157,-22.495,-48.558
2010,3505351,BARRA DO CHAPÉU,SP,Sudeste,0.66,0.599,0.779,0.617,71.72,370.97,0.54,5165,-24.473,-49.025
2010,3505401,BARRA DO TURVO,SP,Sudeste,0.641,0.532,0.792,0.625,72.53,390.88,0.5,7481,-24.756,-48.505
2010,3505500,BARRETOS,SP,Sudeste,0.789,0.738,0.875,0.762,77.5,917,0.48,111603,-20.557,-48.568
2010,3505609,BARRINHA,SP,Sudeste,0.725,0.646,0.829,0.711,74.74,668.32,0.4,28473,-21.194,-48.164
2010,3505708,BARUERI,SP,Sudeste,0.786,0.708,0.866,0.791,76.96,1095.84,0.61,240045,-23.511,-46.876
2010,3505807,BASTOS,SP,Sudeste,0.751,0.718,0.848,0.696,75.86,609.76,0.41,20384,-21.922,-50.734
2010,3505906,BATATAIS,SP,Sudeste,0.761,0.685,0.84,0.766,75.41,941.79,0.5,56264,-20.891,-47.585
2010,3506003,BAURU,SP,Sudeste,0.801,0.752,0.854,0.8,76.26,1163.86,0.55,339356,-22.315,-49.061
2010,3506102,BEBEDOURO,SP,Sudeste,0.78,0.735,0.853,0.756,76.16,881.64,0.51,74728,-20.949,-48.479
2010,3506201,BENTO DE ABREU,SP,Sudeste,0.744,0.712,0.82,0.706,74.17,647.1,0.38,2674,-21.271,-50.812
2010,3506300,BERNARDINO DE CAMPOS,SP,Sudeste,0.734,0.662,0.838,0.713,75.26,676.6,0.45,10650,-23.013,-49.474
2010,3506359,BERTIOGA,SP,Sudeste,0.73,0.654,0.817,0.727,74.03,736.03,0.48,47231,-23.854,-46.139
2010,3506409,BILAC,SP,Sudeste,0.768,0.722,0.845,0.743,75.7,816.06,0.43,7019,-21.403,-50.471
2010,3506508,BIRIGUI,SP,Sudeste,0.78,0.734,0.869,0.743,77.14,812.51,0.42,108239,-21.289,-50.34
2010,3506607,BIRITIBA-MIRIM,SP,Sudeste,0.712,0.64,0.795,0.71,72.7,662.23,0.53,28521,-23.573,-46.039
2010,3506706,BOA ESPERANÇA DO SUL,SP,Sudeste,0.681,0.562,0.811,0.692,73.63,593.36,0.44,13557,-21.993,-48.391
2010,3506805,BOCAINA,SP,Sudeste,0.742,0.656,0.84,0.741,75.41,805.99,0.42,10714,-22.136,-48.518
2010,3506904,BOFETE,SP,Sudeste,0.705,0.609,0.821,0.7,74.23,622.11,0.46,9528,-23.102,-48.258
2010,3507001,BOITUVA,SP,Sudeste,0.78,0.728,0.861,0.757,76.67,889.51,0.49,48122,-23.283,-47.672
2010,3507100,BOM JESUS DOS PERDÕES,SP,Sudeste,0.713,0.631,0.802,0.716,73.1,688.02,0.41,19689,-23.135,-46.465
2010,3507159,BOM SUCESSO DE ITARARÉ,SP,Sudeste,0.66,0.613,0.775,0.605,71.49,344.32,0.44,3539,-24.318,-49.144
2010,3507209,BORÁ,SP,Sudeste,0.746,0.675,0.863,0.712,76.77,670.27,0.4,805,-22.27,-50.534
2010,3507308,BORACÉIA,SP,Sudeste,0.754,0.685,0.866,0.723,76.93,719.42,0.38,4265,-22.193,-48.779
2010,3507407,BORBOREMA,SP,Sudeste,0.73,0.658,0.831,0.71,74.83,664.64,0.42,14408,-21.62,-49.074
2010,3507456,BOREBI,SP,Sudeste,0.705,0.615,0.846,0.674,75.73,529.08,0.39,2271,-22.569,-48.971
2010,3507506,BOTUCATU,SP,Sudeste,0.8,0.746,0.869,0.79,77.13,1089.1,0.54,126804,-22.886,-48.445
2010,3507605,BRAGANÇA PAULISTA,SP,Sudeste,0.776,0.704,0.861,0.772,76.67,974.08,0.52,145377,-22.952,-46.542
2010,3507704,BRAÚNA,SP,Sudeste,0.737,0.664,0.83,0.725,74.77,726.71,0.43,4997,-21.499,-50.316
2010,3507753,BREJO ALEGRE,SP,Sudeste,0.71,0.618,0.826,0.702,74.54,631.02,0.39,2551,-21.166,-50.185
2010,3507803,BRODOWSKI,SP,Sudeste,0.755,0.675,0.864,0.738,76.81,787.91,0.44,21023,-20.991,-47.659
2010,3507902,BROTAS,SP,Sudeste,0.74,0.688,0.815,0.724,73.9,722.76,0.41,21507,-22.284,-48.127
2010,3508009,BURI,SP,Sudeste,0.667,0.578,0.799,0.642,72.94,435.15,0.5,18456,-23.798,-48.593
2010,3508108,BURITAMA,SP,Sudeste,0.763,0.72,0.839,0.736,75.31,779.78,0.44,15350,-21.066,-50.147
2010,3508207,BURITIZAL,SP,Sudeste,0.735,0.643,0.83,0.743,74.79,817.16,0.46,4049,-20.191,-47.708
2010,3508306,CABRÁLIA PAULISTA,SP,Sudeste,0.694,0.619,0.811,0.667,73.68,507.41,0.4,4349,-22.456,-49.338
2010,3508405,CABREÚVA,SP,Sudeste,0.738,0.678,0.828,0.717,74.67,694.03,0.42,41417,-23.308,-47.133
2010,3508504,CAÇAPAVA,SP,Sudeste,0.788,0.755,0.858,0.754,76.5,871.87,0.5,84338,-23.101,-45.707
2010,3508603,CACHOEIRA PAULISTA,SP,Sudeste,0.764,0.728,0.837,0.733,75.19,764.6,0.52,29894,-22.665,-45.009
2010,3508702,CACONDE,SP,Sudeste,0.72,0.62,0.858,0.701,76.45,627,0.5,18414,-21.529,-46.644
2010,3508801,CAFELÂNDIA,SP,Sudeste,0.742,0.661,0.867,0.714,77.01,680.71,0.46,16509,-21.803,-49.61
2010,3508900,CAIABU,SP,Sudeste,0.729,0.691,0.823,0.682,74.37,559.13,0.37,4049,-22.012,-51.236
2010,3509007,CAIEIRAS,SP,Sudeste,0.781,0.749,0.861,0.74,76.68,800.15,0.47,86281,-23.364,-46.741
2010,3509106,CAIUÁ,SP,Sudeste,0.697,0.635,0.802,0.665,73.13,500.47,0.45,4824,-21.832,-51.998
2010,3509205,CAJAMAR,SP,Sudeste,0.728,0.668,0.81,0.713,73.59,676.5,0.43,63974,-23.356,-46.877
2010,3509254,CAJATI,SP,Sudeste,0.694,0.611,0.832,0.658,74.89,481.48,0.47,28032,-24.736,-48.123
2010,3509304,CAJOBI,SP,Sudeste,0.734,0.674,0.822,0.714,74.32,679.75,0.4,9760,-20.88,-48.809
2010,3509403,CAJURU,SP,Sudeste,0.713,0.633,0.825,0.693,74.52,597.11,0.4,23252,-21.275,-47.304
2010,3509452,CAMPINA DO MONTE ALEGRE,SP,Sudeste,0.717,0.634,0.846,0.687,75.77,575.66,0.53,5525,-23.592,-48.477
2010,3509502,CAMPINAS,SP,Sudeste,0.805,0.731,0.86,0.829,76.59,1390.83,0.56,1071443,-22.906,-47.061
2010,3509601,CAMPO LIMPO PAULISTA,SP,Sudeste,0.769,0.739,0.84,0.733,75.4,767.85,0.43,73597,-23.206,-46.784
2010,3509700,CAMPOS DO JORDÃO,SP,Sudeste,0.749,0.648,0.852,0.761,76.1,911.4,0.59,47287,-22.739,-45.591
2010,3509809,CAMPOS NOVOS PAULISTA,SP,Sudeste,0.706,0.638,0.824,0.67,74.41,516.26,0.43,4520,-22.603,-50.003
2010,3509908,CANANÉIA,SP,Sudeste,0.72,0.649,0.851,0.677,76.07,540.54,0.49,11900,-25.015,-47.927
2010,3509957,CANAS,SP,Sudeste,0.704,0.677,0.797,0.646,72.83,444.72,0.43,4384,-22.704,-45.055
2010,3510005,CÂNDIDO MOTA,SP,Sudeste,0.747,0.704,0.845,0.701,75.71,627.55,0.41,29731,-22.746,-50.387
2010,3510104,CÂNDIDO RODRIGUES,SP,Sudeste,0.789,0.762,0.863,0.747,76.79,837.17,0.48,2668,-21.325,-48.631
2010,3510153,CANITAR,SP,Sudeste,0.68,0.605,0.791,0.658,72.46,480.52,0.4,4358,-23.006,-49.783
2010,3510203,CAPÃO BONITO,SP,Sudeste,0.721,0.671,0.826,0.675,74.55,534.75,0.5,45905,-24.006,-48.349
2010,3510302,CAPELA DO ALTO,SP,Sudeste,0.699,0.617,0.823,0.673,74.36,526.28,0.4,17212,-23.471,-47.735
2010,3510401,CAPIVARI,SP,Sudeste,0.75,0.669,0.848,0.744,75.89,820.46,0.46,47786,-22.995,-47.508
2010,3510500,CARAGUATATUBA,SP,Sudeste,0.759,0.705,0.845,0.735,75.68,773.99,0.5,99827,-23.62,-45.413
2010,3510609,CARAPICUÍBA,SP,Sudeste,0.749,0.693,0.842,0.721,75.52,712.78,0.46,368746,-23.523,-46.836
2010,3510708,CARDOSO,SP,Sudeste,0.722,0.636,0.853,0.695,76.18,605.99,0.42,11762,-20.082,-49.914
2010,3510807,CASA BRANCA,SP,Sudeste,0.73,0.64,0.835,0.727,75.08,737.96,0.49,25960,-21.774,-47.086
2010,3510906,CÁSSIA DOS COQUEIROS,SP,Sudeste,0.734,0.673,0.864,0.68,76.81,551.4,0.43,2618,-21.283,-47.17
2010,3511003,CASTILHO,SP,Sudeste,0.731,0.686,0.827,0.688,74.63,579.36,0.46,17334,-20.872,-51.488
2010,3511102,CATANDUVA,SP,Sudeste,0.785,0.74,0.853,0.767,76.2,945.05,0.46,112201,-21.138,-48.973
2010,3511201,CATIGUÁ,SP,Sudeste,0.751,0.676,0.852,0.734,76.12,771.78,0.43,7080,-21.049,-49.058
2010,3511300,CEDRAL,SP,Sudeste,0.766,0.689,0.872,0.749,77.3,845.41,0.42,7869,-20.903,-49.268
2010,3511409,CERQUEIRA CÉSAR,SP,Sudeste,0.729,0.666,0.821,0.71,74.23,665.36,0.43,17272,-23.036,-49.166
2010,3511508,CERQUILHO,SP,Sudeste,0.782,0.739,0.854,0.758,76.21,894.52,0.42,39409,-23.165,-47.744
2010,3511607,CESÁRIO LANGE,SP,Sudeste,0.706,0.611,0.804,0.715,73.23,684.95,0.43,14470,-23.227,-47.953
2010,3511706,CHARQUEADA,SP,Sudeste,0.736,0.675,0.82,0.72,74.18,705.01,0.4,15029,-22.51,-47.778
2010,3511904,CLEMENTINA,SP,Sudeste,0.725,0.66,0.821,0.704,74.25,640.87,0.37,7035,-21.56,-50.449
2010,3512001,COLINA,SP,Sudeste,0.757,0.712,0.845,0.72,75.71,706.69,0.46,17279,-20.713,-48.541
2010,3512100,COLÔMBIA,SP,Sudeste,0.71,0.647,0.802,0.689,73.13,582.53,0.4,5982,-20.176,-48.689
2010,3512209,CONCHAL,SP,Sudeste,0.708,0.614,0.827,0.699,74.64,617.76,0.43,25103,-22.33,-47.173
2010,3512308,CONCHAS,SP,Sudeste,0.736,0.658,0.837,0.725,75.19,730.42,0.49,16171,-23.015,-48.011
2010,3512407,CORDEIRÓPOLIS,SP,Sudeste,0.758,0.674,0.858,0.754,76.45,873.87,0.44,20946,-22.482,-47.457
2010,3512506,COROADOS,SP,Sudeste,0.719,0.648,0.816,0.704,73.96,638.21,0.39,5224,-21.352,-50.281
2010,3512605,CORONEL MACEDO,SP,Sudeste,0.69,0.619,0.811,0.653,73.64,465.29,0.45,4965,-23.631,-49.314
2010,3512704,CORUMBATAÍ,SP,Sudeste,0.754,0.7,0.841,0.728,75.43,741.32,0.48,3863,-22.22,-47.626
2010,3512803,COSMÓPOLIS,SP,Sudeste,0.769,0.697,0.876,0.746,77.57,829.25,0.42,58446,-22.646,-47.196
2010,3512902,COSMORAMA,SP,Sudeste,0.722,0.63,0.849,0.705,75.96,643.1,0.4,7176,-20.478,-49.778
2010,3513009,COTIA,SP,Sudeste,0.78,0.707,0.851,0.789,76.05,1085.66,0.57,199329,-23.604,-46.919
2010,3513108,CRAVINHOS,SP,Sudeste,0.756,0.683,0.857,0.737,76.44,784.4,0.42,31565,-21.34,-47.729
2010,3513207,CRISTAIS PAULISTA,SP,Sudeste,0.734,0.682,0.802,0.723,73.11,721.31,0.48,7565,-20.397,-47.42
2010,3513306,CRUZÁLIA,SP,Sudeste,0.774,0.778,0.853,0.698,76.18,614.17,0.43,2272,-22.677,-50.794
2010,3513405,CRUZEIRO,SP,Sudeste,0.788,0.758,0.871,0.742,77.28,809.24,0.53,76857,-22.576,-44.963
2010,3513504,CUBATÃO,SP,Sudeste,0.737,0.681,0.821,0.716,74.23,689.21,0.45,117535,-23.895,-46.425
2010,3513603,CUNHA,SP,Sudeste,0.684,0.576,0.826,0.672,74.54,525.19,0.54,21516,-23.074,-44.96
2010,3513702,DESCALVADO,SP,Sudeste,0.76,0.687,0.865,0.74,76.92,798.74,0.45,30559,-21.904,-47.619
2010,3513801,DIADEMA,SP,Sudeste,0.757,0.716,0.844,0.717,75.65,694.55,0.43,385461,-23.686,-46.623
2010,3513850,DIRCE REIS,SP,Sudeste,0.741,0.704,0.842,0.686,75.54,570.51,0.37,1676,-20.466,-50.606
2010,3513900,DIVINOLÂNDIA,SP,Sudeste,0.734,0.645,0.85,0.72,75.97,707.97,0.48,11003,-21.661,-46.739
2010,3514007,DOBRADA,SP,Sudeste,0.718,0.655,0.818,0.691,74.1,589.47,0.38,7939,-21.517,-48.394
2010,3514106,DOIS CÓRREGOS,SP,Sudeste,0.725,0.616,0.853,0.725,76.17,727.28,0.46,24650,-22.366,-48.38
2010,3514205,DOLCINÓPOLIS,SP,Sudeste,0.742,0.709,0.825,0.699,74.5,620.98,0.36,2094,-20.123,-50.513
2010,3514304,DOURADO,SP,Sudeste,0.738,0.689,0.811,0.718,73.66,697.37,0.37,8575,-22.1,-48.318
2010,3514403,DRACENA,SP,Sudeste,0.776,0.737,0.842,0.752,75.51,862.86,0.44,41992,-21.483,-51.533
2010,3514502,DUARTINA,SP,Sudeste,0.748,0.698,0.837,0.716,75.24,688.4,0.43,12199,-22.414,-49.404
