ano,muni_id,muni_nm,uf_sigla,regiao_nm,idhm,idhm_e,idhm_l,idhm_r,espvida,rdpc,gini,pop,lat,lon
2010,3543303,RIBEIRÃO PIRES,SP,Sudeste,0.784,0.76,0.847,0.749,75.81,847.11,0.44,112775,-23.711,-46.413
2010,3543402,RIBEIRÃO PRETO,SP,Sudeste,0.8,0.739,0.844,0.82,75.65,1314.04,0.54,598544,-21.178,-47.81
2010,3543501,RIVERSUL,SP,Sudeste,0.664,0.577,0.799,0.634,72.94,412.42,0.5,6115,-23.828,-49.429
2010,3543600,RIFAINA,SP,Sudeste,0.74,0.69,0.824,0.713,74.42,677.62,0.45,3410,-20.081,-47.421
2010,3543709,RINCÃO,SP,Sudeste,0.734,0.682,0.826,0.701,74.53,626.27,0.44,10271,-21.587,-48.071
2010,3543808,RINÓPOLIS,SP,Sudeste,0.723,0.644,0.843,0.696,75.59,606.9,0.43,9903,-21.726,-50.722
2010,3543907,RIO CLARO,SP,Sudeste,0.803,0.766,0.862,0.784,76.72,1049.16,0.5,185130,-22.411,-47.561
2010,3544004,RIO DAS PEDRAS,SP,Sudeste,0.759,0.7,0.842,0.741,75.49,804,0.45,29409,-22.843,-47.606
2010,3544103,RIO GRANDE DA SERRA,SP,Sudeste,0.749,0.745,0.823,0.684,74.36,563.57,0.39,43673,-23.744,-46.398
2010,3544202,RIOLÂNDIA,SP,Sudeste,0.703,0.629,0.817,0.677,74.04,539.22,0.4,9308,-19.99,-49.681
2010,3544251,ROSANA,SP,Sudeste,0.764,0.728,0.818,0.749,74.1,843.59,0.6,19371,-22.58,-53.059
2010,3544301,ROSEIRA,SP,Sudeste,0.737,0.704,0.823,0.691,74.38,588.39,0.43,9519,-22.898,-45.305
2010,3544400,RUBIÁCEA,SP,Sudeste,0.721,0.668,0.82,0.684,74.17,565.62,0.37,2724,-21.301,-50.727
2010,3544509,RUBINÉIA,SP,Sudeste,0.759,0.726,0.844,0.713,75.64,676.48,0.39,2850,-20.179,-51.002
2010,3544608,SABINO,SP,Sudeste,0.728,0.671,0.813,0.708,73.76,655.4,0.41,5210,-21.46,-49.578
2010,3544707,SAGRES,SP,Sudeste,0.73,0.677,0.83,0.692,74.78,592.88,0.47,2395,-21.884,-50.956
2010,3544806,SALES,SP,Sudeste,0.751,0.697,0.859,0.708,76.56,654.79,0.42,5418,-21.341,-49.485
2010,3544905,SALES OLIVEIRA,SP,Sudeste,0.772,0.739,0.845,0.738,75.71,789.73,0.43,10538,-20.772,-47.838
2010,3545001,SALESÓPOLIS,SP,Sudeste,0.732,0.69,0.829,0.687,74.75,576.55,0.42,15559,-23.532,-45.846
2010,3545100,SALMOURÃO,SP,Sudeste,0.719,0.649,0.846,0.678,75.77,544.52,0.39,4775,-21.624,-50.861
2010,3545159,SALTINHO,SP,Sudeste,0.791,0.75,0.857,0.771,76.39,967.88,0.39,7050,-22.847,-47.677
2010,3545209,SALTO,SP,Sudeste,0.78,0.751,0.837,0.755,75.19,876.67,0.45,105180,-23.201,-47.287
2010,3545308,SALTO DE PIRAPORA,SP,Sudeste,0.729,0.665,0.834,0.699,75.04,618.93,0.44,39223,-23.649,-47.573
2010,3545407,SALTO GRANDE,SP,Sudeste,0.704,0.637,0.825,0.664,74.5,499.65,0.42,8679,-22.893,-49.986
2010,3545506,SANDOVALINA,SP,Sudeste,0.709,0.659,0.812,0.665,73.73,502.4,0.43,3662,-22.456,-51.763
2010,3545605,SANTA ADÉLIA,SP,Sudeste,0.76,0.702,0.835,0.75,75.08,853.14,0.43,14184,-21.243,-48.804
2010,3545704,SANTA ALBERTINA,SP,Sudeste,0.728,0.665,0.809,0.716,73.51,686.89,0.42,5655,-20.032,-50.728
2010,3545803,SANTA BÁRBARA D'OESTE,SP,Sudeste,0.781,0.731,0.867,0.752,77.04,863.02,0.41,179604,-22.754,-47.414
2010,3546009,SANTA BRANCA,SP,Sudeste,0.735,0.678,0.828,0.706,74.68,645.59,0.47,13699,-23.397,-45.884
2010,3546108,SANTA CLARA D'OESTE,SP,Sudeste,0.733,0.687,0.804,0.712,73.25,672.98,0.45,2079,-20.089,-50.954
2010,3546207,SANTA CRUZ DA CONCEIÇÃO,SP,Sudeste,0.79,0.679,0.876,0.83,77.56,1400.46,0.67,3990,-22.14,-47.452
2010,3546256,SANTA CRUZ DA ESPERANÇA,SP,Sudeste,0.743,0.686,0.832,0.719,74.89,700.57,0.53,1947,-21.291,-47.43
2010,3546306,SANTA CRUZ DAS PALMEIRAS,SP,Sudeste,0.728,0.635,0.815,0.746,73.87,829.66,0.51,29824,-21.827,-47.249
2010,3546405,SANTA CRUZ DO RIO PARDO,SP,Sudeste,0.762,0.686,0.867,0.744,77,818.3,0.46,43593,-22.899,-49.633
2010,3546504,SANTA ERNESTINA,SP,Sudeste,0.738,0.699,0.802,0.716,73.14,688.24,0.42,5551,-21.463,-48.391
2010,3546603,SANTA FÉ DO SUL,SP,Sudeste,0.784,0.751,0.84,0.763,75.41,924.06,0.49,29081,-20.211,-50.926
2010,3546702,SANTA GERTRUDES,SP,Sudeste,0.737,0.654,0.847,0.723,75.84,718.03,0.38,21561,-22.457,-47.53
2010,3546801,SANTA ISABEL,SP,Sudeste,0.738,0.689,0.834,0.7,75.02,623.11,0.45,49899,-23.316,-46.221
2010,3546900,SANTA LÚCIA,SP,Sudeste,0.737,0.703,0.818,0.696,74.1,609.37,0.39,8233,-21.685,-48.084
2010,3547007,SANTA MARIA DA SERRA,SP,Sudeste,0.686,0.571,0.82,0.688,74.18,578.55,0.45,5388,-22.567,-48.161
2010,3547106,SANTA MERCEDES,SP,Sudeste,0.739,0.699,0.847,0.683,75.79,561.64,0.4,2831,-21.351,-51.755
2010,3547205,SANTANA DA PONTE PENSA,SP,Sudeste,0.773,0.733,0.84,0.751,75.41,856.78,0.42,1640,-20.253,-50.797
2010,3547304,SANTANA DE PARNAÍBA,SP,Sudeste,0.814,0.725,0.849,0.876,75.92,1858.69,0.67,108233,-23.444,-46.918
2010,3547403,SANTA RITA D'OESTE,SP,Sudeste,0.761,0.74,0.839,0.711,75.31,666.14,0.39,2543,-20.143,-50.833
2010,3547502,SANTA RITA DO PASSA QUATRO,SP,Sudeste,0.775,0.686,0.887,0.764,78.22,930.59,0.48,26047,-21.71,-47.478
2010,3547601,SANTA ROSA DE VITERBO,SP,Sudeste,0.77,0.704,0.868,0.746,77.1,829.2,0.5,23703,-21.473,-47.363
2010,3547650,SANTA SALETE,SP,Sudeste,0.772,0.748,0.864,0.712,76.83,673.2,0.35,1447,-20.245,-50.688
2010,3547700,SANTO ANASTÁCIO,SP,Sudeste,0.753,0.689,0.854,0.725,76.22,726.34,0.52,20413,-21.977,-51.652
2010,3547809,SANTO ANDRÉ,SP,Sudeste,0.815,0.769,0.861,0.819,76.66,1304.31,0.53,674891,-23.664,-46.538
2010,3547908,SANTO ANTÔNIO DA ALEGRIA,SP,Sudeste,0.702,0.604,0.83,0.69,74.8,585.63,0.42,6207,-21.087,-47.151
2010,3548005,SANTO ANTÔNIO DE POSSE,SP,Sudeste,0.702,0.576,0.838,0.718,75.3,695.67,0.44,20591,-22.606,-46.919
2010,3548054,SANTO ANTÔNIO DO ARACANGUÁ,SP,Sudeste,0.757,0.728,0.84,0.71,75.41,662.71,0.41,7609,-20.937,-50.496
2010,3548104,SANTO ANTÔNIO DO JARDIM,SP,Sudeste,0.714,0.62,0.835,0.703,75.12,635.11,0.41,5898,-22.116,-46.68
2010,3548203,SANTO ANTÔNIO DO PINHAL,SP,Sudeste,0.706,0.632,0.812,0.685,73.69,569.08,0.47,6450,-22.827,-45.663
2010,3548302,SANTO EXPEDITO,SP,Sudeste,0.732,0.714,0.828,0.664,74.69,497.6,0.41,2799,-21.851,-51.392
2010,3548401,SANTÓPOLIS DO AGUAPEÍ,SP,Sudeste,0.74,0.719,0.83,0.68,74.78,551.5,0.35,4272,-21.638,-50.5
2010,3548500,SANTOS,SP,Sudeste,0.84,0.807,0.852,0.861,76.13,1693.65,0.55,416524,-23.961,-46.334
2010,3548609,SÃO BENTO DO SAPUCAÍ,SP,Sudeste,0.72,0.638,0.812,0.719,73.69,701.89,0.55,10370,-22.689,-45.731
2010,3548708,SÃO BERNARDO DO CAMPO,SP,Sudeste,0.805,0.752,0.861,0.807,76.65,1212.65,0.54,761075,-23.694,-46.565
2010,3548807,SÃO CAETANO DO SUL,SP,Sudeste,0.862,0.811,0.887,0.891,78.2,2043.74,0.54,148195,-23.623,-46.551
2010,3548906,SÃO CARLOS,SP,Sudeste,0.805,0.766,0.863,0.788,76.78,1079.45,0.49,220666,-22.018,-47.891
2010,3549003,SÃO FRANCISCO,SP,Sudeste,0.723,0.658,0.814,0.705,73.82,643.37,0.45,2782,-20.359,-50.697
2010,3549102,SÃO JOÃO DA BOA VISTA,SP,Sudeste,0.797,0.749,0.871,0.776,77.23,998.31,0.51,83234,-21.969,-46.798
2010,3549201,SÃO JOÃO DAS DUAS PONTES,SP,Sudeste,0.72,0.686,0.806,0.675,73.34,532.23,0.36,2566,-20.389,-50.378
2010,3549250,SÃO JOÃO DE IRACEMA,SP,Sudeste,0.748,0.738,0.833,0.682,74.97,559.18,0.37,1780,-20.513,-50.352
2010,3549300,SÃO JOÃO DO PAU D'ALHO,SP,Sudeste,0.75,0.692,0.854,0.714,76.26,680.13,0.33,2098,-21.268,-51.666
2010,3549409,SÃO JOAQUIM DA BARRA,SP,Sudeste,0.762,0.706,0.847,0.74,75.8,799.93,0.42,46359,-20.581,-47.855
2010,3549508,SÃO JOSÉ DA BELA VISTA,SP,Sudeste,0.693,0.58,0.844,0.679,75.61,548.31,0.46,8376,-20.593,-47.64
2010,3549607,SÃO JOSÉ DO BARREIRO,SP,Sudeste,0.684,0.591,0.813,0.666,73.8,506.16,0.55,4008,-22.645,-44.578
2010,3549706,SÃO JOSÉ DO RIO PARDO,SP,Sudeste,0.774,0.717,0.868,0.744,77.05,818.61,0.49,51520,-21.596,-46.889
2010,3549805,SÃO JOSÉ DO RIO PRETO,SP,Sudeste,0.797,0.748,0.846,0.801,75.74,1169.16,0.5,405249,-20.82,-49.379
2010,3549904,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,0.807,0.764,0.855,0.804,76.27,1190.96,0.55,627677,-23.179,-45.887
2010,3549953,SÃO LOURENÇO DA SERRA,SP,Sudeste,0.728,0.666,0.823,0.704,74.36,640.64,0.47,13808,-23.853,-46.943
2010,3550001,SÃO LUÍS DO PARAITINGA,SP,Sudeste,0.697,0.593,0.826,0.691,74.54,590.68,0.48,10317,-23.222,-45.31
2010,3550100,SÃO MANUEL,SP,Sudeste,0.744,0.695,0.805,0.735,73.29,773.82,0.45,38157,-22.731,-48.571
2010,3550209,SÃO MIGUEL ARCANJO,SP,Sudeste,0.71,0.633,0.799,0.708,72.95,657.07,0.57,31124,-23.878,-47.997
2010,3550308,SÃO PAULO,SP,Sudeste,0.805,0.725,0.855,0.843,76.3,1516.21,0.62,11166543,-23.548,-46.636
2010,3550407,SÃO PEDRO,SP,Sudeste,0.755,0.674,0.863,0.741,76.78,803.02,0.46,31550,-22.549,-47.914
2010,3550506,SÃO PEDRO DO TURVO,SP,Sudeste,0.703,0.636,0.826,0.661,74.58,488.08,0.39,7148,-22.747,-49.74
2010,3550605,SÃO ROQUE,SP,Sudeste,0.768,0.687,0.863,0.765,76.79,932.62,0.5,78332,-23.529,-47.135
2010,3550704,SÃO SEBASTIÃO,SP,Sudeste,0.772,0.703,0.875,0.747,77.51,837.48,0.49,73523,-23.76,-45.41
2010,3550803,SÃO SEBASTIÃO DA GRAMA,SP,Sudeste,0.701,0.609,0.82,0.689,74.19,581.04,0.41,12010,-21.711,-46.821
2010,3550902,SÃO SIMÃO,SP,Sudeste,0.766,0.722,0.852,0.732,76.11,761.14,0.45,14300,-21.479,-47.551
2010,3551009,SÃO VICENTE,SP,Sudeste,0.768,0.716,0.857,0.738,76.39,789.32,0.47,330158,-23.963,-46.392
2010,3551108,SARAPUÍ,SP,Sudeste,0.707,0.621,0.814,0.699,73.86,619.86,0.52,8995,-23.641,-47.825
2010,3551207,SARUTAIÁ,SP,Sudeste,0.688,0.603,0.794,0.679,72.65,548.61,0.44,3555,-23.273,-49.48
2010,3551306,SEBASTIANÓPOLIS DO SUL,SP,Sudeste,0.773,0.74,0.835,0.748,75.08,840.63,0.42,3026,-20.655,-49.921
2010,3551405,SERRA AZUL,SP,Sudeste,0.686,0.572,0.81,0.697,73.6,613.57,0.45,8791,-21.311,-47.566
2010,3551504,SERRANA,SP,Sudeste,0.729,0.65,0.835,0.713,75.08,677.75,0.37,38734,-21.211,-47.596
2010,3551603,SERRA NEGRA,SP,Sudeste,0.767,0.676,0.873,0.764,77.36,927.39,0.48,26297,-22.612,-46.701
2010,3551702,SERTÃOZINHO,SP,Sudeste,0.761,0.672,0.855,0.768,76.31,953.23,0.46,109540,-21.138,-47.99
2010,3551801,SETE BARRAS,SP,Sudeste,0.673,0.562,0.832,0.651,74.89,459.28,0.5,12869,-24.388,-47.926
2010,3551900,SEVERÍNIA,SP,Sudeste,0.715,0.638,0.807,0.709,73.42,657.45,0.41,15444,-20.809,-48.803
2010,3552007,SILVEIRAS,SP,Sudeste,0.678,0.584,0.812,0.657,73.72,475.69,0.48,5748,-22.664,-44.853
2010,3552106,SOCORRO,SP,Sudeste,0.729,0.634,0.828,0.737,74.66,785.71,0.44,36501,-22.591,-46.529
2010,3552205,SOROCABA,SP,Sudeste,0.798,0.762,0.843,0.792,75.59,1107.19,0.52,581541,-23.502,-47.458
2010,3552304,SUD MENNUCCI,SP,Sudeste,0.747,0.694,0.809,0.743,73.51,813.95,0.54,7410,-20.691,-50.924
2010,3552403,SUMARÉ,SP,Sudeste,0.762,0.705,0.845,0.744,75.71,820.03,0.45,240998,-22.822,-47.267
2010,3552502,SUZANO,SP,Sudeste,0.765,0.723,0.873,0.708,77.36,654.61,0.47,261011,-23.543,-46.311
2010,3552551,SUZANÁPOLIS,SP,Sudeste,0.699,0.631,0.813,0.665,73.75,500.45,0.41,3383,-20.501,-51.025
2010,3552601,TABAPUÃ,SP,Sudeste,0.735,0.666,0.82,0.726,74.2,731.31,0.4,11280,-20.964,-49.032
2010,3552700,TABATINGA,SP,Sudeste,0.704,0.609,0.818,0.7,74.1,625.39,0.4,14339,-21.717,-48.688
2010,3552809,TABOÃO DA SERRA,SP,Sudeste,0.769,0.71,0.863,0.742,76.79,812.19,0.47,243971,-23.602,-46.753
2010,3552908,TACIBA,SP,Sudeste,0.723,0.684,0.809,0.682,73.52,559.1,0.38,5683,-22.39,-51.285
2010,3553005,TAGUAÍ,SP,Sudeste,0.709,0.631,0.818,0.69,74.05,587.51,0.37,10781,-23.452,-49.409
2010,3553104,TAIAÇU,SP,Sudeste,0.71,0.628,0.814,0.701,73.84,626.12,0.41,5891,-21.144,-48.513
2010,3553203,TAIÚVA,SP,Sudeste,0.76,0.718,0.835,0.732,75.08,761.47,0.42,5427,-21.124,-48.452
2010,3553302,TAMBAÚ,SP,Sudeste,0.731,0.624,0.858,0.729,76.45,747.11,0.45,22289,-21.705,-47.274
2010,3553401,TANABI,SP,Sudeste,0.748,0.687,0.829,0.735,74.73,775.79,0.42,23991,-20.626,-49.649
2010,3553500,TAPIRAÍ,SP,Sudeste,0.681,0.578,0.846,0.647,75.74,449.75,0.44,7941,-23.964,-47.507
2010,3553609,TAPIRATIBA,SP,Sudeste,0.751,0.692,0.87,0.703,77.18,637.12,0.4,12711,-21.468,-46.749
2010,3553658,TAQUARAL,SP,Sudeste,0.759,0.716,0.823,0.742,74.4,811.38,0.51,2714,-21.072,-48.41
2010,3553708,TAQUARITINGA,SP,Sudeste,0.748,0.696,0.827,0.727,74.61,739.25,0.46,53786,-21.406,-48.505
2010,3553807,TAQUARITUBA,SP,Sudeste,0.701,0.606,0.811,0.7,73.65,624.86,0.48,22153,-23.533,-49.244
2010,3553856,TAQUARIVAÍ,SP,Sudeste,0.679,0.626,0.811,0.617,73.64,373.06,0.43,5111,-23.924,-48.693
2010,3553906,TARABAI,SP,Sudeste,0.726,0.697,0.823,0.666,74.37,505.51,0.4,6567,-22.303,-51.559
2010,3553955,TARUMÃ,SP,Sudeste,0.753,0.68,0.852,0.738,76.13,787.79,0.54,12878,-22.747,-50.577
2010,3554003,TATUÍ,SP,Sudeste,0.752,0.688,0.842,0.734,75.52,771.05,0.47,106912,-23.356,-47.857
2010,3554102,TAUBATÉ,SP,Sudeste,0.8,0.746,0.883,0.778,77.98,1011.95,0.51,276183,-23.026,-45.555
2010,3554201,TEJUPÁ,SP,Sudeste,0.668,0.563,0.794,0.668,72.65,510.13,0.48,4732,-23.343,-49.376
2010,3554300,TEODORO SAMPAIO,SP,Sudeste,0.741,0.679,0.856,0.699,76.38,619.79,0.47,21135,-22.533,-52.168
2010,3554409,TERRA ROXA,SP,Sudeste,0.749,0.684,0.838,0.732,75.3,759.32,0.45,8475,-20.789,-48.33
2010,3554508,TIETÊ,SP,Sudeste,0.778,0.698,0.884,0.764,78.04,927.25,0.48,36630,-23.102,-47.715
2010,3554607,TIMBURI,SP,Sudeste,0.71,0.629,0.826,0.688,74.58,580.24,0.46,2621,-23.205,-49.607
2010,3554656,TORRE DE PEDRA,SP,Sudeste,0.714,0.647,0.829,0.679,74.73,548.39,0.39,2233,-23.244,-48.195
2010,3554706,TORRINHA,SP,Sudeste,0.744,0.658,0.852,0.734,76.11,770.15,0.45,9280,-22.426,-48.169
2010,3554755,TRABIJU,SP,Sudeste,0.722,0.697,0.811,0.666,73.63,505.36,0.4,1542,-22.042,-48.336
2010,3554805,TREMEMBÉ,SP,Sudeste,0.785,0.72,0.873,0.769,77.38,959.88,0.53,37302,-22.958,-45.549
2010,3554904,TRÊS FRONTEIRAS,SP,Sudeste,0.753,0.726,0.829,0.71,74.73,663.71,0.41,5385,-20.235,-50.89
2010,3554953,TUIUTI,SP,Sudeste,0.728,0.63,0.871,0.702,77.24,630.49,0.39,5905,-22.816,-46.694
2010,3555000,TUPÃ,SP,Sudeste,0.771,0.704,0.852,0.764,76.1,926.96,0.54,62555,-21.935,-50.514
2010,3555109,TUPI PAULISTA,SP,Sudeste,0.769,0.715,0.835,0.762,75.08,914.36,0.49,13029,-21.381,-51.571
2010,3555208,TURIÚBA,SP,Sudeste,0.751,0.721,0.824,0.713,74.44,676.92,0.35,1928,-20.933,-50.108
2010,3555307,TURMALINA,SP,Sudeste,0.736,0.675,0.817,0.724,74.04,725.06,0.39,1954,-20.052,-50.476
2010,3555356,UBARANA,SP,Sudeste,0.7,0.604,0.844,0.672,75.62,522.27,0.35,5286,-21.166,-49.718
2010,3555406,UBATUBA,SP,Sudeste,0.751,0.679,0.841,0.741,75.47,803.5,0.58,78243,-23.434,-45.071
2010,3555505,UBIRAJARA,SP,Sudeste,0.727,0.674,0.829,0.689,74.72,580.57,0.42,4418,-22.527,-49.663
2010,3555604,UCHOA,SP,Sudeste,0.721,0.644,0.823,0.708,74.36,655.13,0.4,9445,-20.953,-49.175
2010,3555703,UNIÃO PAULISTA,SP,Sudeste,0.749,0.699,0.863,0.697,76.75,610.77,0.35,1599,-20.887,-49.897
2010,3555802,URÂNIA,SP,Sudeste,0.746,0.709,0.804,0.727,73.25,739.08,0.46,8803,-20.246,-50.643
2010,3555901,URU,SP,Sudeste,0.712,0.639,0.832,0.678,74.93,544.1,0.39,1228,-21.784,-49.281
2010,3556008,URUPÊS,SP,Sudeste,0.745,0.683,0.817,0.741,74.03,805.66,0.43,12668,-21.202,-49.29
2010,3556107,VALENTIM GENTIL,SP,Sudeste,0.735,0.692,0.81,0.708,73.62,654.97,0.36,10975,-20.422,-50.088
2010,3556206,VALINHOS,SP,Sudeste,0.819,0.763,0.85,0.848,76.01,1570.91,0.54,106411,-22.971,-46.996
2010,3556305,VALPARAÍSO,SP,Sudeste,0.725,0.643,0.825,0.719,74.47,701.02,0.45,20259,-21.228,-50.868
2010,3556354,VARGEM,SP,Sudeste,0.699,0.591,0.839,0.69,75.36,587.59,0.38,8766,-22.889,-46.414
2010,3556404,VARGEM GRANDE DO SUL,SP,Sudeste,0.737,0.643,0.863,0.721,76.78,711.6,0.42,39144,-21.832,-46.894
2010,3556453,VARGEM GRANDE PAULISTA,SP,Sudeste,0.77,0.683,0.884,0.755,78.02,876.61,0.5,42765,-23.603,-47.026
2010,3556503,VÁRZEA PAULISTA,SP,Sudeste,0.759,0.705,0.863,0.72,76.8,706.02,0.39,106832,-23.211,-46.828
2010,3556602,VERA CRUZ,SP,Sudeste,0.754,0.715,0.83,0.722,74.79,713.66,0.45,10664,-22.22,-49.819
2010,3556701,VINHEDO,SP,Sudeste,0.817,0.739,0.878,0.84,77.68,1493.32,0.53,63120,-23.03,-46.975
2010,3556800,VIRADOURO,SP,Sudeste,0.739,0.683,0.823,0.717,74.4,692.01,0.4,17257,-20.873,-48.297
2010,3556909,VISTA ALEGRE DO ALTO,SP,Sudeste,0.744,0.676,0.84,0.726,75.41,732.14,0.35,6810,-21.171,-48.629
2010,3556958,VITÓRIA BRASIL,SP,Sudeste,0.725,0.685,0.811,0.686,73.63,572.68,0.35,1737,-20.197,-50.484
2010,3557006,VOTORANTIM,SP,Sudeste,0.767,0.747,0.838,0.72,75.3,703.99,0.4,108578,-23.547,-47.438
2010,3557105,VOTUPORANGA,SP,Sudeste,0.79,0.744,0.857,0.772,76.44,977.39,0.49,84502,-20.423,-49.973
2010,3557154,ZACARIAS,SP,Sudeste,0.729,0.674,0.826,0.695,74.56,605.79,0.39,2335,-21.052,-50.051
2010,3557204,CHAVANTES,SP,Sudeste,0.729,0.655,0.828,0.713,74.66,677.3,0.47,12055,-23.039,-49.709
2010,3557303,ESTIVA GERBI,SP,Sudeste,0.74,0.695,0.815,0.716,73.87,686.89,0.41,10001,-22.271,-46.945
